en,md
ore,礦；礦石；礦砂
demonstrations,展示
instinct,本能
cushion,墊；軟墊；墊子；襯墊
slogan,標語
scripts,腳本
freight,貨運；運費
telegraph,電報；電報機
railroad,鐵路
ditch,溝；水溝；溝渠
developmental,發育的
misuse,誤用
implant,植入；植入物
livestock,家畜
bolster,承板
pop-up,排泄
textile,織物
adolescent,青年期的
authorization,核准；授權
insane,心神喪失
dementia,失智；失智症
vacancy,空屋；空位
spawn,繁衍
whistle,哨
optimism,樂觀
membrane,膜；薄膜
ego,自我
vinegar,醋
dice,晶粒；半導體晶片
limb,肢；翼；邊緣；外緣；度盤
magnet,磁鐵；磁石；磁體
warmer,加溫器；保溫器
queries,查詢
feather,羽毛；羽化；飛邊；順槳
invoke,引動
loser,失敗者
wardrobe,衣服；衣櫥
degrade,降級
commute,交換
precede,前繼
urine,尿；尿液；尿的
harass,騷擾
blowing,吹製；風選；自噴
volcano,火山
vat,槽；甕
hatch,孵化；艙口
minorities,少數群體
activation,活動；啟動；活化；啟封；活化作用；資源活化
illusion,幻覺；錯覺
escort,護航
impeachment,彈劾
calculator,計算機；計算器
dense,密集；稠密；緻密
heater,加熱器
incidence,發生；發生率；入射；傾角；疾病發生率
kilometer,公里；千米
prejudice,偏見
stove,爐
commuter,通勤者
viruses,病毒
x-ray,X射線
decoration,裝飾；染色；勳獎
antibiotics,抗生素
hypothesis,假設；假說
waist,平口
indirect,間接；間接的
preservation,保存；保全；防腐；保持現狀
hostile,敵機
flex,彎曲；撓曲
biography,傳記
divert,轉向；轉移目標
weights,砝碼
certainty,確定性；必然性
drawer,閘門；抽屜；發票人
bidding,投標；競標；競價
carrot,胡蘿蔔
preparations,製劑
wolves,狼
blades,刀片
tilt,傾斜；傾斜角；傾角
clan,氏族
discourse,論述
implies,蘊含
mega,百萬
differentiate,分化；分異
rib,肋；肋骨
constituent,成份；組分；構件
insects,昆蟲
grove,樹叢
frost,霜；霜害
lungs,肺
subsection,小節
balcony,露台；石架
drawings,提取
notebook,筆記型；筆記型電腦
rename,重新命名
intern,實習教師
multimedia,多媒體
spiral,螺旋；盤旋；螺旋狀；螺旋的；螺旋線；螺旋形的
genesis,成因
wheelchair,輪椅
feminist,女性主義者
exploitation,開發；剝削；採礦；壓榨
spencer,短夾克
logs,工作日誌
interstate,間態
bosses,凸出物
coincide,重合
locks,鎖
pills,丸劑
catalyst,催化；觸媒；催化劑
consolidate,合併
traction,牽引
blogging,寫部落格
awake,甦醒
chorus,合唱
trans,反式
roam,漫遊
shorten,縮短
elevation,提升；立面；標高；高程
poise,泊
rays,魟
calf,犢；小牛皮；浮水；小腿肚；浮冰；幼鯨；小冰塊
thesis,學位論文
e-book,電子書
wool,羊毛；棉毛
artifact,人造物；人工製品
clone,株；轉殖；仿製品
pumps,泵
beard,鬚
creep,蠕動；潛移；匍匐前進；潛變
simplicity,簡單；簡單性
spoil,廢棄物；廢石
turbo,渦輪
python,蟒
exclusion,排除；除外；互斥
surroundings,環境
pest,害蟲；有害生物
telescope,望遠鏡
cheek,頰
hectare,公頃
asthma,氣喘
slaughter,屠宰
partition,區分；分割；間隔；隔板；分劃
chew,咀嚼
baseline,基準；基線；襯線
dull,暗光
tract,地域
authentication,認證；驗證；鑑別
anthem,頌歌
gum,膠；樹脂；牙齦；樹膠
affirm,肯定
painter,色霧
digest,摘要；文摘
arbitration,仲裁
toast,烤土司
scanner,掃描器；掃描儀；掃瞄器
seafood,海產食品
spoon,匙
ginger,薑
liberation,釋出；釋放；解離
cardiovascular,心血管的
sprinkle,灑；噴水頭
obscure,模糊；隱藏；暗的
durability,永久性；耐久性；持久性；耐用度；耐用性；耐久度
mosquito,蚊；蚊子
elimination,排除；消除；剔除；排遺；銷除；消去法
socket,基座；插座；套節；牙槽
withdrawn,撤銷
refine,精煉；精鍊
apex,尖；最高點；頂點；向點
fuse,引線；保險絲；熔絲
enquiry,詢問
vista,端景
straw,草；桿；稈；乾草；麥桿；莖稈
lump,塊
relevance,關聯；攸關；關聯性；攸關性
profitability,獲利能力；獲利力
newborn,新生兒；初生
grains,喱
fringe,邊緣；條紋
weaknesses,弱勢；弱點
seamless,無縫；無縫的；無接縫；無縫整合
refrigerator,冷凍機；冷凍設施
perfection,完美
boarding,板條；登輪；登輪檢查；起紋
dominance,優勢；支配；統御；顯性
refusal,拒絕
evacuation,疏散；抽真空
brewery,釀酒廠
strips,帶材
designation,說明；指定；名稱
foil,箔；箔片
rinse,淋洗
elevator,升降機；升降梯；升降舵
fairness,晴；公平性
nursery,苗圃
takeover,接管
fragile,易碎的
conscience,良心
sd,標準差
diamonds,雪光
oval,卵形的
capitalism,資本主義
vest,背心
quota,配額；定額
fog,霧；霧化
erase,抹除
bead,珠；珠飾；金銀珠；準星
lieutenant,海軍上尉
disturb,干擾
seas,風浪
grammar,文法
pod,莢；莢果；小群聚
seam,層；縫；縫合；接縫
specimen,檢體；標本；樣品；樣張；試樣
patio,露臺
palette,調色；調色盤；調色板
sodium,鈉
crunch,資料處理
burnt,焚毀
ammunition,彈藥
replay,重播；重放
reuse,再利用；再用；再使用
redemption,贖回
sidewalk,人行道；走道
keywords,關鍵字
severity,嚴重性
checkout,簽出
affidavit,切結書
fragment,片段；碎片；分段；碎屑；破片
barn,邦
impairment,減損
fax,傳真；傳真機
intensify,增強
reproduction,再生；重現；繁殖；複製；生殖；複製品；再生產
enrich,濃化
obey,隸屬於
heap,堆；堆積
audition,視聽；聽力；聽覺；試鏡
tense,時態
resolutions,決議案
descent,下降；降落；降坡
compatibility,相容性；親和性；適合性
setback,後退
workflow,工作流程
dioxide,氧化物
mentality,心態
loom,織機
continuity,連續性
tomb,陵墓
cache,快取
microwave,微波
depot,機廠；貯存
watt,瓦特
gaze,凝視
dinosaur,恐龍
rogue,盜賊
discard,淘汰；廢除；切除；排出
imagery,影像；成像
succession,演替
liner,內襯；襯墊；襯裡；定期船
lime,石灰；亮綠
liabilities,負債
pier,碼頭；墩；支柱；突堤碼頭
amber,琥珀；琥珀色
erect,直立
stoke,史托克
efficacy,效力；功效
altitude,高度；海拔
receptor,受體；接收器；受器；接受器；感受體；感受器
subsidies,補貼
acceleration,加速；加速度
tissues,組織
tractor,曳引機；牽引機
ripple,微波；漣漪；波紋；波漣；小波動；沙漣
purse,小錢包
billboard,預告
vibration,震動；振動
viewpoint,視點
columnist,專欄作家
scenery,佈景
articulate,有節的；肢接
drip,點滴；水滴；滴注；滴口；泛水
manuscript,手稿；稿圖
flare,照明；閃光；發紅；外展；外擴；火燄；熱紅；燃燒塔；光斑；閃焰
gown,袍服
bulletin,通知；公報
thickness,厚度
ruby,紅寶石
tracker,追蹤器；音軌
choke,哽塞
downgrade,降級；降等
realization,實現；具體化
overlap,重疊；交疊；疊影；重搭
reunion,復合；再結合
accreditation,認定；認證；認可；認可制
bark,樹皮
cone,錐；圓錐；錐體；圓錐體；錐細胞；風袋
assertion,聲明；判斷；判定
crane,起重機；升降機
fingerprint,指紋
challenger,挑戰者
thrust,推力；逆斷層
brewing,釀造
boycott,抵制
plasma,電漿；血漿
plantation,農場；栽培業
trainers,教職員
line-up,排列
apparel,服裝；成衣
marble,大理石
reboot,再啟動
manipulation,操作；操控；操縱；調處
overturn,傾倒；翻轉；倒轉；傾覆
flick,閃爍
cardiac,心臟的；心臟性
emergence,排出；湧現；羽化
fallout,落塵；輻射落塵
blockchain,區塊鏈
odor,氣味；臭味；異味
lever,桿；槓桿；搖桿；橫桿
almond,杏仁
glucose,葡萄糖；葡萄醣
envision,展望
correspondence,對應
wreck,沉船
refuge,避難所；庇護所
timer,計時器；定時器
cohort,組；股；世代；群組
fatality,意外死亡
restraint,限制；抑制；束縛；保定
cannon,砲；炮；加農砲
slump,坍陷
dome,圓頂
toes,趾
probation,試用
cracks,破裂
inquire,查詢
battlefield,戰場
humidity,濕度；溼度
millennium,千禧年
rude,粗糙的；粗陋的
relaxation,鬆弛
embody,補充
optimization,優化；最佳化；最適化
transgender,跨性別
entrepreneurship,企業家精神
champagne,香檳
swan,天鵝
resonate,共振
nodes,節點；交點
sequences,序列
thriller,驚悚片
precautions,注意事項
opt-out,選擇退出
spit,沙嘴
radius,半徑；橈骨
stereotype,刻板印象；刻版印象
tease,戲弄
tutor,指導教師
pyramid,金字塔；錐；角錐
saddle,鞍；鞍部；鞍座；鞍式
laker,湖魚
blur,模糊
onset,開始；攻擊；肇始；波至
pharmacist,藥師
underwater,水下；水下的
empowerment,賦權
irrigation,灌溉；灌洗
trajectory,軌跡
spoiler,掠奪者；擾流板
soundtrack,音軌
heroin,海洛因
yeast,酵母
examiner,檢查員
brigade,旅
consolidation,合併；鞏固；凝固；固化；壓密；實質化
sigh,歎氣
sergeant,士官
marina,遊艇港
agile,敏捷
turbine,渦輪；輪機；渦輪機
shutter,快門；擋門；塞門
hierarchy,層次；階層；層級；階級制度
stereo,立體；立體聲；身歷聲
repository,典藏庫；儲存庫
rollout,滑出
frog,岔心
parental,父母親的
ion,離子
destructive,破壞性
booster,助推器；補強注射；追加注射
torch,吹管
overweight,過重；超重
flaws,缺陷
justification,調整；合理化；辯證；對正
cleanup,清除
resilient,回彈性
boxer,拳師犬
groove,溝；槽；溝槽
validity,有效；有效性；效度
prerequisite,先決條件
caregiver,托育人員
hormones,荷爾蒙；激素
antioxidant,抗氧化劑
stump,殘肢；殘幹
urgency,緊急
missiles,飛彈
rubbish,廢料；廢石
empathy,同理；同理心
bandwidth,頻寬；帶寬
thigh,股；大腿
consortium,聯盟；公會；共同體
memorandum,備忘錄；附註
mirrors,鏡
hollow,凹地
snapshot,快照
symbolic,符號的
validation,確認；驗證；效化；效驗；確效
outsider,局外人
fragrance,花的香氣
wildfire,野火
artery,動脈；幹線
jewel,寶石
catalogue,星表；型錄；產品目錄
scrub,灌木叢；灌叢
shortcut,捷徑
vault,金庫；片庫；拱頂
rand,邊緣
sage,鼠尾草
fatty,脂肪的
fundamentals,基本原理
contention,競爭
reconstruction,重建；改建；重構
intervals,間距
incomplete,不完全的
fur,毛皮
excerpt,摘錄
rust,鏽；銹；生鏽
grievance,申訴
glen,峽谷；小谷
gasoline,石油；汽油
insulation,絕緣
madness,瘋癲
programmer,程式設計師
endurance,耐性；耐久性；持久性
clamp,夾；夾子；制動
aggression,攻擊；攻擊行為
dale,谷；山谷
dismissal,解職
congestion,擁擠；充血；擁塞
stray,天電；迷航；漂游
posture,姿態；姿勢
rivalry,敵對狀態；頡頏
morale,士氣；工作情緒
inception,起始
redesign,重新設計；再設計；改良設計
binary,二元的；二進位；二進制
constructive,結構；想定
chin,頤
yarn,紗
stunt,特技；矮化；發育不良
replica,複製品；複本；模製品
fisheries,漁業
melissa,香蜂草；蜂花
wiring,配線；布線；線束
sexuality,性別；性傾向
dungeon,地牢
encryption,加密
syrup,糖漿
polar,極；極的；極性；極性的；極線
bumper,保險桿；緩衝器；減震器；止衝擋
dilemma,兩難困境
vapor,汽；蒸氣；蒸汽
revoke,廢止
buildup,增建
signatures,署名
emit,發射；放射
overdose,過量
bot,機器人程式
fertility,繁殖；生育力；生育數；肥沃度
orient,定位；定向；珍珠光澤
streamline,流線
meadow,草地
fraudulent,詐欺
seals,密封
podium,足
chess,西洋棋
underscore,圖片說明
sway,橫移；側移；傾側
tornado,龍捲風
crossover,跨越；跨界；淺灘；橫渡線；交越；交換者
headset,頭戴式耳機
pesticide,殺蟲劑
vulgar,普通的
closures,封蓋
outage,停電；超狀態
balances,平衡
peg,果柄
anticipation,預報
upstairs,起飛
giveaway,贈品
underestimate,低估
pentagon,五邊形；五角形
culminate,中天
selective,選擇
bp,大點
ruins,廢墟
citation,引用；引文
affection,情感；病變；情意
bait,餌料
sanitation,衛生
myriad,一萬；無數
prevalence,優勢；盛行率
enjoyment,滿足
bolts,螺栓
pixels,像素
autonomy,自主；自發性；自主性；自主權；自律性
quantitative,定量的
decay,衰退；腐敗；蛻變；腐朽；衰減；衰變
elders,高齡者
set-up,整備
symphony,交響樂；交響曲
disappearance,消失
affiliation,隸屬
intercept,截取；截獲；截距
fist,拳；電鍵
poles,極點
creditors,債權人
concentrations,聚集度
turnout,道岔
compute,計算；計算機
daylight,陽光；日光；日照；晝光
protagonist,主角
paddle,葉片；槳；輪葉
phenomenal,駭浪
turf,草坪；泥炭
inland,內陸
pointer,指標；指針
packer,打包機
detector,探測器；偵測器；檢測器；偵檢器
anonymity,匿名；匿名性
throttle,節流；節流閥
cinnamon,肉桂；桂皮；肉桂色
entitlement,權限
chassis,框架；底盤；起落架
porch,門廊
strains,應變
compartment,車廂；林班；腔室；隔室
premature,未成熟
rash,疹；皮疹
analog,類比
metabolism,代謝；新陳代謝；代謝作用；新陳代謝作用
dell,小谷
moss,苔；苔蘚；苔類
workload,工作量；工作負荷
knit,接合
induction,感應；歸納；誘導；歸納法；感應現象
confession,自白
genome,基因體；基因組
selections,選集；典藏精選
rug,地毯
verge,環
opioid,類鴉片
arthritis,關節炎
demolition,爆破
dwarf,侏儒；矮星
differential,分類的；微分；鑑別的
drake,公鴨；雄鴨
crank,曲柄；曲軸
glacier,冰河；冰川
drainage,排水；水系；引流
extraction,抽出；萃取
stud,螺栓
influencer,影響者
reproductive,生殖的
blossom,開花
waterfall,瀑布
stern,尾；艉
spinal,脊柱的
dryer,乾燥機
competency,能力；職能
waterproof,防水；不透水的
laboratories,實驗室
plugins,外掛程式
hardy,鏨
beacon,信標；信號燈；標桿；聲標；指向標
wedge,楔；楔形；楔子
shelters,避難所
hue,色彩；色調；色相；色度
boulevard,大道；林蔭大道
backward,反向；反向的
driveway,車道
rebellion,反叛
payout,支付
disagreement,不合
mimic,模仿；擬態
firmware,韌體
astronaut,太空人
back-to-back,背對背
utilization,利用；利用率
serum,血清
capitalist,資本家
entrant,進入者
friction,阻力；摩擦；磨擦
backlash,後座力；反衝
sonic,音速
conform,符合
cereal,穀類；穀類的
toxin,毒素
high-speed,高速
automate,自動化
conception,受孕；妊娠
casualties,傷亡
hinge,樞紐；鉸鏈；鉸接；絞鏈
prostate,攝護腺
smoker,吸菸者；康樂活動
penetrate,穿透；穿透的
sexism,性別歧視
plaque,板；斑；基板；溶菌斑
breakout,中斷
lethal,致命的；致死的
flank,翼；脇
genocide,種族滅絕
chad,屑
contamination,汙染；污染；沾染；污染物；沾污
plots,各宗土地
promo,促銷
buff,淡黃色的
